;;;;;;
40624;41935;45,45831;9,16951;40702;45,46016;9,16659
40624;40702;45,46016;9,16659;40705;45,4627;9,16472
40624;40705;45,4627;9,16472;40706;45,46488;9,16544
40707;40709;45,4837;9,21697;40712;45,48039;9,22363
40707;40712;45,48039;9,22363;40713;45,47345;9,22373
40707;40713;45,47345;9,22373;40716;45,46814;9,22379
40707;40716;45,46814;9,22379;40720;45,46072;9,22389
40707;40720;45,46072;9,22389;40725;45,45108;9,22401
40707;40725;45,45108;9,22401;40728;45,44435;9,22412
40707;40728;45,44435;9,22412;40731;45,44012;9,22411
40707;40731;45,44012;9,22411;40737;45,43696;9,21702
40707;40737;45,43696;9,21702;40740;45,43695;9,20918
40707;40740;45,43695;9,20918;40743;45,43613;9,2006
40707;40743;45,43613;9,2006;40746;45,43719;9,19799
40707;40746;45,43719;9,19799;40749;45,43736;9,18774
40707;40749;45,43736;9,18774;40750;45,43775;9,17828
40707;40750;45,43775;9,17828;40753;45,43771;9,17113
40707;40753;45,43771;9,17113;40756;45,43744;9,15463
40707;40756;45,43744;9,15463;40761;45,44289;9,14774
40707;40761;45,44289;9,14774;41937;45,44574;9,146
40707;41937;45,44574;9,146;40764;45,44921;9,14398
40707;40764;45,44921;9,14398;40765;45,45187;9,14242
40707;40765;45,45187;9,14242;40770;45,46137;9,13692
40707;40770;45,46137;9,13692;40774;45,46745;9,13704
40707;40774;45,46745;9,13704;40775;45,47213;9,13741
40707;40775;45,47213;9,13741;40778;45,47603;9,13811
40707;40778;45,47603;9,13811;40781;45,47888;9,14289
40782;40784;45,49012;9,15151;40785;45,49412;9,15768
40782;40785;45,49412;9,15768;40790;45,49824;9,1642
40782;40790;45,49824;9,1642;40791;45,4966;9,1711
40782;40791;45,4966;9,1711;40794;45,49749;9,18514
40782;40794;45,49749;9,18514;40797;45,49625;9,19212
40782;40797;45,49625;9,19212;40799;45,49516;9,19616
40782;40799;45,49516;9,19616;40802;45,49399;9,20024
40782;40802;45,49399;9,20024;40805;45,48937;9,20959
40782;40805;45,48937;9,20959;40808;45,48619;9,21686
40782;40808;45,48619;9,21686;40809;45,4837;9,21697
40782;40809;45,4837;9,21697;40813;45,47198;9,21718
40782;40813;45,47198;9,21718;40816;45,46802;9,21724
40782;40816;45,46802;9,21724;40819;45,46227;9,21735
40782;40819;45,46227;9,21735;42389;45,45579;9,21651
40782;42389;45,45579;9,21651;40820;45,44743;9,21014
40782;40820;45,44743;9,21014;40825;45,44654;9,198
40782;40825;45,44654;9,198;40828;45,44578;9,18757
40782;40828;45,44578;9,18757;40829;45,44371;9,17622
40782;40829;45,44371;9,17622;40832;45,44389;9,17268
40782;40832;45,44389;9,17268;40833;45,44415;9,16737
40782;40833;45,44415;9,16737;40838;45,44814;9,15783
40782;40838;45,44814;9,15783;40842;45,45521;9,15268
40782;40842;45,45521;9,15268;40845;45,45974;9,14996
40782;40845;45,45974;9,14996;40848;45,46701;9,14604
40782;40848;45,46701;9,14604;40851;45,47091;9,14479
40782;40851;45,47091;9,14479;40854;45,47606;9,14319
40782;40854;45,47606;9,14319;40858;45,47989;9,14295
40782;40858;45,47989;9,14295;40861;45,48315;9,14313
40782;40861;45,48315;9,14313;41939;45,48571;9,14475
40863;40865;45,40406;9,1569;44448;45,42694;9,17019
40863;44448;45,42694;9,17019;40866;45,43712;9,17467
40863;40866;45,43712;9,17467;40869;45,44371;9,17622
40870;40872;45,53402;9,16114;40873;45,52236;9,16807
40870;40873;45,52236;9,16807;40878;45,51586;9,1723
40870;40878;45,51586;9,1723;40879;45,50631;9,17897
40870;40879;45,50631;9,17897;40882;45,49817;9,18462
40883;40885;45,47258;9,27252;40886;45,47088;9,2457
40883;40886;45,47088;9,2457;40894;45,46971;9,23759
40883;40894;45,46971;9,23759;40895;45,46819;9,23274
40883;40895;45,46819;9,23274;40900;45,46814;9,22379
40883;40900;45,46814;9,22379;40901;45,46802;9,21724
40883;40901;45,46802;9,21724;40906;45,46796;9,21072
40883;40906;45,46796;9,21072;40907;45,46792;9,20701
40908;40910;45,4153;9,15261;40911;45,42291;9,15939
40908;40911;45,42291;9,15939;40914;45,43771;9,17113
40908;40914;45,43771;9,17113;40915;45,44389;9,17268
40916;40917;45,48472;9,13008;40918;45,48011;9,14162
40919;40921;45,51337;9,12464;40922;45,50304;9,13055
40919;40922;45,50304;9,13055;40923;45,49955;9,13049
40919;40923;45,49955;9,13049;40926;45,49382;9,13339
40919;40926;45,49382;9,13339;40929;45,48571;9,14475
40919;40929;45,48571;9,14475;40930;45,48286;9,1485
40919;40930;45,48286;9,1485;40931;45,481;9,15097
40919;40931;45,481;9,15097;40936;45,47759;9,15148
40919;40936;45,47759;9,15148;40937;45,47441;9,15124
40919;40937;45,47441;9,15124;40942;45,47361;9,15553
40919;40942;45,47361;9,15553;40943;45,47035;9,15538
40919;40943;45,47035;9,15538;40946;45,46651;9,15515
40919;40946;45,46651;9,15515;40947;45,45992;9,15479
40919;40947;45,45992;9,15479;40948;45,45586;9,15457
40949;40951;45,46183;9,27195;40952;45,462;9,25144
40949;40952;45,462;9,25144;40953;45,46212;9,23813
40949;40953;45,46212;9,23813;40958;45,4622;9,22387
40949;40958;45,4622;9,22387;40959;45,46227;9,21735
40949;40959;45,46227;9,21735;40960;45,46231;9,20755
40961;40963;45,50607;9,10086;44517;45,50386;9,10973
40961;44517;45,50386;9,10973;40964;45,50144;9,1201
40961;40964;45,50144;9,1201;40966;45,4976;9,13034
40961;40966;45,4976;9,13034;40967;45,49264;9,14579
40972;40974;45,42661;9,24577;40975;45,43388;9,23553
40972;40975;45,43388;9,23553;40980;45,44012;9,22411
40972;40980;45,44012;9,22411;40981;45,44743;9,21014
40972;40981;45,44743;9,21014;40982;45,45203;9,20253
40983;40985;45,43743;9,12087;41938;45,44567;9,14636
40983;41938;45,44567;9,14636;40988;45,44814;9,15784
40983;40988;45,44814;9,15784;40991;45,45023;9,16775
40983;40991;45,45023;9,16775;40994;45,45328;9,17015
40983;40994;45,45328;9,17015;40995;45,45588;9,17347
40996;40998;45,44331;9,11559;40999;45,45187;9,14242
40996;40999;45,45187;9,14242;41003;45,45586;9,15457
40996;41003;45,45586;9,15457;41007;45,46016;9,16659
41008;41010;45,48009;9,1442;41013;45,48286;9,1485
41008;41013;45,48286;9,1485;41014;45,48795;9,15631
41008;41014;45,48795;9,15631;41017;45,48768;9,1662
41008;41017;45,48768;9,1662;41018;45,48748;9,17389
41008;41018;45,48748;9,17389;41023;45,4842;9,17704
41008;41023;45,4842;9,17704;41026;45,48573;9,18205
41008;41026;45,48573;9,18205;41027;45,48417;9,18579
41008;41027;45,48417;9,18579;41032;45,48296;9,19313
41008;41032;45,48296;9,19313;41036;45,48042;9,19877
41008;41036;45,48042;9,19877;41041;45,47659;9,2071
41008;41041;45,47659;9,2071;41044;45,47309;9,2147
41008;41044;45,47309;9,2147;41050;45,47094;9,21951
41008;41050;45,47094;9,21951;41051;45,4687;9,22379
41052;41054;45,44434;9,26661;41055;45,44435;9,26065
41052;41055;45,44435;9,26065;41058;45,44615;9,25867
41052;41058;45,44615;9,25867;41061;45,45777;9,2415
41052;41061;45,45777;9,2415;41065;45,46212;9,23813
41066;41068;45,38949;9,17205;41071;45,43029;9,1778
41066;41071;45,43029;9,1778;41074;45,43325;9,18376
41066;41074;45,43325;9,18376;41080;45,43736;9,18774
41066;41080;45,43736;9,18774;41083;45,44578;9,18757
41066;41083;45,44578;9,18757;41086;45,44973;9,18576
41066;41086;45,44973;9,18576;41087;45,45203;9,18465
41088;41089;45,52414;9,22814;41090;45,48679;9,21682
41091;41093;45,48849;9,06494;41095;45,47297;9,11893
41091;41095;45,47297;9,11893;41096;45,46902;9,12667
41091;41096;45,46902;9,12667;41097;45,46817;9,13055
41091;41097;45,46817;9,13055;41100;45,46745;9,13704
41091;41100;45,46745;9,13704;41101;45,46744;9,141
41091;41101;45,46744;9,141;41106;45,46701;9,14604
41091;41106;45,46701;9,14604;41109;45,4665;9,15009
41091;41109;45,4665;9,15009;41115;45,46651;9,15515
41091;41115;45,46651;9,15515;41116;45,46622;9,16482
41117;41118;45,5127;9,26199;41119;45,5037;9,23996
41117;41119;45,5037;9,23996;44543;45,49616;9,22998
41117;44543;45,49616;9,22998;41120;45,48663;9,21723
41121;41124;45,51274;9,2577;41127;45,49236;9,22978
41121;41127;45,49236;9,22978;41130;45,48978;9,22352
41121;41130;45,48978;9,22352;41133;45,48606;9,21768
41134;41136;45,45275;9,04975;41139;45,45715;9,06986
41134;41139;45,45715;9,06986;41140;45,45744;9,07744
41134;41140;45,45744;9,07744;41143;45,45434;9,09201
41134;41143;45,45434;9,09201;41146;45,45571;9,1149
41134;41146;45,45571;9,1149;41149;45,45764;9,12226
41134;41149;45,45764;9,12226;41150;45,45869;9,12621
41134;41150;45,45869;9,12621;41155;45,46137;9,13692
41134;41155;45,46137;9,13692;41158;45,45919;9,14824
41134;41158;45,45919;9,14824;41164;45,46;9,15071
41134;41164;45,46;9,15071;41165;45,45992;9,15479
41134;41165;45,45992;9,15479;41169;45,46038;9,15945
41134;41169;45,46038;9,15945;41172;45,46157;9,16261
41173;41174;45,4034;9,20881;41175;45,43613;9,2006
41173;41175;45,43613;9,2006;41176;45,44654;9,198
41173;41176;45,44654;9,198;41177;45,45208;9,19649
41178;41180;45,48763;9,2585;41181;45,48719;9,2514
41178;41181;45,48719;9,2514;41185;45,48616;9,23402
41178;41185;45,48616;9,23402;41186;45,48606;9,21768
41187;41189;45,48038;9,26466;41190;45,47778;9,25339
41187;41190;45,47778;9,25339;41193;45,47638;9,24712
41187;41193;45,47638;9,24712;41196;45,48025;9,24557
41187;41196;45,48025;9,24557;41200;45,48006;9,24261
41187;41200;45,48006;9,24261;41206;45,48221;9,2388
41187;41206;45,48221;9,2388;41211;45,47936;9,22998
41187;41211;45,47936;9,22998;41215;45,48006;9,22423
41216;41218;45,4952;9,13008;41219;45,48472;9,13008
41216;41219;45,48472;9,13008;41224;45,4861;9,12514
41216;41224;45,4861;9,12514;41225;45,48492;9,11802
41216;41225;45,48492;9,11802;41230;45,47623;9,12095
41216;41230;45,47623;9,12095;41231;45,47297;9,11893
41232;41234;45,53273;9,21781;41237;45,50294;9,20056
41232;41237;45,50294;9,20056;41238;45,49516;9,19616
41239;41241;45,52949;9,21411;41244;45,50177;9,19796
41239;41244;45,50177;9,19796;41245;45,49562;9,19448
41239;41245;45,49562;9,19448;41246;45,49263;9,1928
41239;41246;45,49263;9,1928;41247;45,48971;9,19116
41248;41250;45,4966;9,1711;41257;45,49519;9,18318
41248;41257;45,49519;9,18318;41258;45,49263;9,1928
41248;41258;45,49263;9,1928;41266;45,48971;9,20114
41248;41266;45,48971;9,20114;41267;45,48657;9,20739
41248;41267;45,48657;9,20739;41270;45,48335;9,21383
41271;44449;45,53468;9,16278;41274;45,53124;9,16333
41271;41274;45,53124;9,16333;41275;45,52216;9,17349
41271;41275;45,52216;9,17349;41281;45,50096;9,19018
41271;41281;45,50096;9,19018;41284;45,49625;9,19212
41285;41287;45,49743;9,18414;41288;45,49519;9,18318
41285;41288;45,49519;9,18318;41291;45,48855;9,18257
41285;41291;45,48855;9,18257;41292;45,48573;9,18205
41293;41295;45,51904;9,11844;41301;45,5114;9,12857
41293;41301;45,5114;9,12857;41304;45,50876;9,13265
41293;41304;45,50876;9,13265;41307;45,50496;9,14048
41293;41307;45,50496;9,14048;41311;45,49897;9,1513
41293;41311;45,49897;9,1513;41314;45,49412;9,15768
41293;41314;45,49412;9,15768;41315;45,48768;9,1662
42153;42154;45,53108;9,22776;42155;45,53311;9,2157
42153;42155;45,53311;9,2157;42156;45,53236;9,19314
42168;42169;45,55832;9,2654;42170;45,56167;9,2727
42168;42170;45,56167;9,2727;42171;45,56695;9,28488
42168;42171;45,56695;9,28488;42172;45,58101;9,30981
42173;42174;45,58101;9,30981;42175;45,59194;9,3114
42229;42230;45,22674;7,91459;42231;45,2127;7,93632
42229;42231;45,2127;7,93632;42232;45,18573;7,95939
42304;42305;45,46737;9,18998;42306;45,47231;9,19508
42307;42308;45,47212;9,18393;42309;45,47291;9,18742
42328;42329;45,45602;9,18742;42332;45,46176;9,17345
42336;42337;45,46839;9,17734;42341;45,47014;9,18332
42336;42341;45,47014;9,18332;42340;45,47314;9,18043
42343;42344;45,47227;9,19505;42345;45,47581;9,19458
42343;42345;45,47581;9,19458;42346;45,47829;9,19685
42347;42348;45,46684;9,19771;42351;45,46879;9,19924
42347;42351;45,46879;9,19924;42349;45,47421;9,20484
42350;42352;45,46677;9,19769;42354;45,46783;9,20582
42355;42356;45,45241;9,20183;42357;45,45759;9,19336
42355;42357;45,45759;9,19336;42358;45,46056;9,18831
42360;42361;45,45242;9,18677;42362;45,45604;9,1874
42360;42362;45,45604;9,1874;42363;45,46058;9,1883
42364;42365;45,46214;9,20655;42366;45,46229;9,19814
42367;42368;45,45575;9,17349;42369;45,45873;9,17774
42370;42371;45,46754;9,16662;42372;45,46788;9,1769
42373;42374;45,4465;9,17946;42375;45,45251;9,18019
42376;42377;45,44356;9,17905;42378;45,44649;9,17945
42379;42380;45,46217;9,21467;42381;45,45918;9,21402
42379;42381;45,45918;9,21402;42382;45,45476;9,21044
42383;42384;45,4577;9,21289;42385;45,45974;9,20731
42386;42387;45,45583;9,21654;42388;45,45767;9,21291
42390;42391;45,4545;9,21023;42392;45,45651;9,20506
42393;42394;45,45277;9,21436;42395;45,45445;9,21023
42396;42397;45,48012;9,18981;42398;45,48289;9,19313
42396;42398;45,48289;9,19313;42399;45,48704;9,19807
42396;42399;45,48704;9,19807;42400;45,49211;9,20406
42396;42400;45,49211;9,20406;42401;45,49833;9,20842
42402;42403;45,49832;9,20843;42404;45,50677;9,21108
42402;42404;45,50677;9,21108;42405;45,5099;9,20803
42406;42407;45,48443;9,20283;42408;45,48703;9,19808
42409;42410;45,4802;9,21081;42411;45,48443;9,20282
42412;42413;45,43749;9,18347;42414;45,44418;9,18278
42418;42419;45,44332;9,16376;42420;45,44051;9,16318
42421;42422;45,43749;9,16495;42423;45,44051;9,16318
42424;42425;45,4389;9,19997;42426;45,44088;9,21362
42427;42428;45,44086;9,21364;42429;45,44247;9,21921
42430;42431;45,44245;9,21921;42432;45,44433;9,22413
42433;42434;45,44458;9,12934;42435;45,45141;9,15083
42433;42435;45,45141;9,15083;42436;45,45248;9,15422
42437;42440;45,45791;9,14705;42438;45,4541;9,14928
42437;42438;45,4541;9,14928;42439;45,4514;9,15081
42444;42445;45,45982;9,14591;42446;45,46492;9,143
42447;42448;45,4152;9,17586;42449;45,42035;9,20464
42450;42451;45,40465;9,20861;42453;45,42029;9,23883
42450;42453;45,42029;9,23883;42452;45,43226;9,23959
42455;42456;45,42029;9,23883;42457;45,43688;9,21697
42458;42459;45,43173;9,22406;42460;45,43712;9,22997
42461;42462;45,45621;9,22419;42463;45,45773;9,2415
42464;42465;45,46217;9,23022;42466;45,4682;9,23014
42467;42468;45,46213;9,23851;42469;45,46438;9,24082
42470;42471;45,46185;9,24081;42472;45,46436;9,24083
42470;42472;45,46436;9,24083;42473;45,46983;9,24387
42474;42475;45,48913;9,22355;42476;45,48939;9,23257
42477;42478;45,48938;9,23256;42479;45,49109;9,237
42480;42481;45,49108;9,23699;42482;45,49196;9,25327
42483;42484;45,49102;9,22313;42485;45,49684;9,22002
42486;42487;45,49616;9,22996;42491;45,50316;9,22793
42492;42493;45,50218;9,22155;42495;45,50313;9,22796
42496;42497;45,50372;9,23997;42499;45,51103;9,23521
42496;42499;45,51103;9,23521;42498;45,51471;9,23357
42510;42511;45,51258;9,22865;42512;45,51241;9,22463
42514;42515;45,51653;9,2408;42516;45,51281;9,24239
42517;42518;45,51281;9,24239;42519;45,511;9,23517
42520;42521;45,5242;9,22829;42523;45,53516;9,24383
42520;42523;45,53516;9,24383;42522;45,54793;9,25645
42524;42525;45,53516;9,24384;42526;45,52654;9,25496
42534;42535;45,53709;9,24566;42536;45,53986;9,23996
42537;42538;45,53411;9,2313;42540;45,5391;9,236
42537;42540;45,5391;9,236;42539;45,55179;9,24801
42541;42542;45,53409;9,23122;42543;45,54909;9,237
42544;42545;45,54901;9,237;42546;45,54887;9,24489
42555;42556;45,53382;9,22382;42557;45,5438;9,23125
42558;42559;45,39996;9,14603;42561;45,40616;9,14969
42558;42561;45,40616;9,14969;42560;45,40465;9,15557
42562;42563;45,39539;9,15196;42564;45,39996;9,14601
42565;42566;45,39533;9,15197;42567;45,39009;9,16932
42571;42572;45,40201;9,14722;42574;45,4036;9,1418
42571;42574;45,4036;9,1418;42573;45,40295;9,12933
42575;42576;45,40293;9,1293;42578;45,40623;9,1272
42575;42578;45,40623;9,1272;42577;45,40909;9,12715
42582;42583;45,41226;9,12641;42584;45,41457;9,12493
42582;42584;45,41457;9,12493;42585;45,42103;9,11971
42586;42587;45,42108;9,11977;42588;45,42618;9,12535
42586;42588;45,42618;9,12535;42590;45,43105;9,12581
42586;42590;45,43105;9,12581;42589;45,4354;9,1234
42591;42592;45,42102;9,11976;42593;45,42917;9,11374
42594;42595;45,42914;9,11375;42597;45,42935;9,10281
42598;42599;45,42909;9,11375;42600;45,42858;9,11899
42598;42600;45,42858;9,11899;42601;45,43102;9,12575
42602;42603;45,423;9,08017;42605;45,43745;9,12092
42611;42612;45,4383;9,10525;42616;45,45427;9,09201
42619;42620;45,44532;9,1219;42621;45,45561;9,11486
42622;42623;45,44722;9,12767;42624;45,45751;9,12238
42622;42624;45,45751;9,12238;42625;45,46142;9,12032
42626;42627;45,44969;9,13564;42628;45,45947;9,12959
42626;42628;45,45947;9,12959;42629;45,46312;9,12792
42630;42631;45,45809;9,09766;42632;45,46057;9,11565
42630;42632;45,46057;9,11565;42633;45,46314;9,12794
42630;42633;45,46314;9,12794;42634;45,46371;9,14015
42635;42636;45,46066;9,11566;42637;45,46611;9,11278
42638;42639;45,46603;9,11289;42640;45,46698;9,1175
42641;42642;45,46691;9,11761;42644;45,4703;9,11663
42641;42644;45,4703;9,11663;42643;45,47285;9,11891
42645;42646;45,47316;9,08018;42647;45,47937;9,10285
42648;42649;45,49164;9,10124;42650;45,4794;9,10667
42651;42652;45,49167;9,10128;42655;45,49253;9,10736
42651;42655;45,49253;9,10736;42654;45,48823;9,11787
42651;42654;45,48823;9,11787;42653;45,48486;9,11813
42656;42657;45,4925;9,10741;42660;45,49449;9,10593
42662;42663;45,50027;9,10743;42664;45,49348;9,12428
42665;42666;45,49469;9,11668;42667;45,49272;9,12979
42670;42671;45,51292;9,15959;42672;45,50886;9,14846
42673;42674;45,50886;9,14844;42676;45,51071;9,13764
42680;42681;45,5295;9,06131;42683;45,52832;9,08677
42680;42683;45,52832;9,08677;42682;45,52545;9,09321
42684;42685;45,52546;9,09333;42687;45,5241;9,10432
42688;42689;45,52876;9,07847;42690;45,53433;9,07511
42688;42690;45,53433;9,07511;42691;45,53854;9,08656
42692;42693;45,53851;9,08656;42694;45,54158;9,10075
42695;42696;45,54158;9,10088;42697;45,54207;9,11688
42698;42699;45,54201;9,11697;42700;45,53498;9,12148
42701;42702;45,53427;9,07511;42704;45,53356;9,06903
42701;42704;45,53356;9,06903;42703;45,53074;9,054
42705;42706;45,54343;9,06886;42707;45,53349;9,06899
42705;42707;45,53349;9,06899;42708;45,5291;9,06855
42709;42710;45,53922;9,04268;42711;45,54608;9,04415
42712;42713;45,54605;9,04411;42714;45,54892;9,04974
42715;42716;45,54892;9,04978;42717;45,55215;9,05274
44477;44478;45,50346;9,09063;44479;45,50754;9,09472
44477;44479;45,50754;9,09472;44481;45,51157;9,10669
44477;44481;45,51157;9,10669;44484;45,51202;9,11184
44477;44484;45,51202;9,11184;44482;45,52036;9,11189
44485;44486;45,51481;9,09998;44487;45,51158;9,1067
44488;44489;45,51894;9,11833;44491;45,51206;9,11919
44488;44491;45,51206;9,11919;44492;45,5122;9,1232
44488;44492;45,5122;9,1232;44493;45,50991;9,12508
44488;44493;45,50991;9,12508;44498;45,50876;9,13267
44494;44495;45,51218;9,12311;44497;45,51069;9,13763
44502;44503;45,50608;9,10086;44505;45,51253;9,09855
44521;44522;45,51199;9,11176;44524;45,51204;9,11921
44530;44531;45,42011;9,20494;44532;45,43748;9,18777
44544;44545;45,50347;9,12187;44546;45,49958;9,13033
44544;44546;45,49958;9,13033;44547;45,4926;9,14581
44544;44547;45,4926;9,14581;44548;45,49009;9,15153
44544;44548;45,49009;9,15153;44549;45,48789;9,1563
44550;44551;45,48785;9,1563;44552;45,47784;9,16944